action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_04097,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,outlet_management,coverage_control,coverage_control_required,repair roster coverage before service inconsistency affects revenue,protective,stabilize,42.78435337459943,coverage control is required before service inconsistency damages guest experience and repeat demand | Outlet commercial reward and training signals remain moderate under current modeled thresholds.,2,normal
MAQ_04098,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,37.48233302954075,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,3,normal
MAQ_04099,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,37.20390735563576,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,4,normal
MAQ_04100,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,37.13221770981738,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,5,normal
MAQ_04101,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,36.78210239009402,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,6,normal
MAQ_04102,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,35.91728346379743,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,7,normal
MAQ_04103,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.72510465201058,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,8,normal
MAQ_04104,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.374989332287214,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,9,normal
MAQ_04105,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,31.895959133793465,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,10,normal
MAQ_04106,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,31.5458438140701,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,11,normal
MAQ_04107,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,31.143640470588235,Bottom-group therapist ranking; monitor closely and coach as needed.,12,normal
MAQ_04108,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,29.353665002283243,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,13,normal
MAQ_04109,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.54647624956327,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,14,normal
MAQ_04110,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,27.925250584595037,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",15,normal
MAQ_04111,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,27.228062049747773,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",16,normal
MAQ_04112,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,27.224810122060767,balanced commercial and operational conditions with manageable managerial control needs | Outlet commercial reward and training signals remain moderate under current modeled thresholds.,17,normal
MAQ_04113,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,25.319750584595027,maintain and monitor treatment line performance within current operating rhythm,18,normal
MAQ_04114,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,25.139363191756463,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,19,normal
MAQ_04115,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,23.82606204974777,maintain and monitor treatment line performance within current operating rhythm,20,normal
MAQ_04116,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,23.32175058459503,maintain and monitor treatment line performance within current operating rhythm,21,normal
MAQ_04117,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,23.203259560266115,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,22,normal
MAQ_04118,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.177060262205234,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",23,normal
MAQ_04119,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,22.96010235381599,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,24,normal
MAQ_04120,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.53875058459503,treatment line can support commercial push without materially raising team strain,25,normal
MAQ_04121,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.39025058459503,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_04122,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,22.25556204974777,maintain and monitor treatment line performance within current operating rhythm,27,normal
MAQ_04123,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.19675058459503,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_04124,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,22.13406204974777,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",29,normal
MAQ_04125,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,21.69725058459503,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_04126,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.66156204974777,maintain and monitor treatment line performance within current operating rhythm,31,normal
MAQ_04127,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.486062049747773,maintain and monitor treatment line performance within current operating rhythm,32,normal
MAQ_04128,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.37806204974777,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",33,normal
MAQ_04129,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.355562049747768,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",34,normal
MAQ_04130,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,21.01108074847925,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,35,normal
MAQ_04131,2022-06,2022-06-01,2022-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,20.918750584595028,treatment line can support commercial push without materially raising team strain,36,normal
